"calvin/Calvin Lee-December 2014 pt1_files/10906166_10204519509601127_5640444641308114258_n.jpg","3","people","1","8470"
"calvin/Calvin Lee-December 2014 pt1_files/10906171_10204519510721155_7001354364388822655_n.jpg","3","food","1","8471"
"calvin/Calvin Lee-December 2014 pt1_files/10906179_10204519540841908_1908121494676011186_n.jpg","2","people","1","8472"
"calvin/Calvin Lee-December 2014 pt1_files/10906183_10204519548282094_449688780653927396_n.jpg","2","people","1","8473"
"calvin/Calvin Lee-December 2014 pt1_files/10906207_10204519504120990_1065467619001141700_n.jpg","3","people","1","8474"
"calvin/Calvin Lee-December 2014 pt1_files/10906281_10204519503400972_2547145957092408993_n.jpg","3","people","1","8475"
"calvin/Calvin Lee-December 2014 pt1_files/10906281_10204519555882284_4773369126565688060_n.jpg","3","hybrid","1","8476"
"calvin/Calvin Lee-December 2014 pt1_files/10906302_10204519553842233_9018535196924495077_n.jpg","3","people","1","8477"
"calvin/Calvin Lee-December 2014 pt1_files/10906316_10204519512001187_7659514790275964881_n.jpg","3","hybrid","1","8478"
"calvin/Calvin Lee-December 2014 pt1_files/10906354_10204519529521625_7799710041299465667_n.jpg","2","people","1","8479"
"calvin/Calvin Lee-December 2014 pt1_files/10906417_10204519532321695_28464276519871537_n.jpg","1","people","1","8480"
"calvin/Calvin Lee-December 2014 pt1_files/10906507_10204519513961236_7640431168360448931_n.jpg","3","people","1","8481"
"calvin/Calvin Lee-December 2014 pt1_files/10906535_10204519522761456_2975352298193113447_n.jpg","1","people","1","8482"
"calvin/Calvin Lee-December 2014 pt1_files/10906577_10204519505121015_8089265316678997273_n.jpg","1","people","1","8483"
"calvin/Calvin Lee-December 2014 pt1_files/10906577_10204519507721080_458508366978439219_n.jpg","3","people","1","8484"
"calvin/Calvin Lee-December 2014 pt1_files/10906577_10204519526721555_8077566299036006775_n.jpg","3","people","1","8485"
"calvin/Calvin Lee-December 2014 pt1_files/10915180_10204519502200942_8860982299657383805_n.jpg","1","object","1","8486"
"calvin/Calvin Lee-December 2014 pt1_files/10915180_10204519519881384_3095118260964672635_n.jpg","3","people","1","8487"
"calvin/Calvin Lee-December 2014 pt1_files/10915199_10204519530361646_2530504864119355581_n.jpg","3","people","1","8488"
"calvin/Calvin Lee-December 2014 pt1_files/10917064_10204519558882359_6717429757636082550_n.jpg","3","people","1","8489"
"calvin/Calvin Lee-December 2014 pt1_files/10917078_10204519507801082_9109280589419124809_n.jpg","2","people","1","8490"
"calvin/Calvin Lee-December 2014 pt1_files/10917326_10204519545242018_1530394598667325008_n.jpg","1","people","1","8491"
"calvin/Calvin Lee-December 2014 pt1_files/10917328_10204519520041388_1940849241346470534_n.jpg","3","people","1","8492"
"calvin/Calvin Lee-December 2014 pt1_files/10917408_10204519500000887_7191687423449346821_n.jpg","2","object","1","8493"
"calvin/Calvin Lee-December 2014 pt1_files/10919026_10204519557522325_7713246161334847209_n.jpg","3","hybrid","1","8494"
"calvin/Calvin Lee-December 2014 pt1_files/10920909_10204519522041438_8031504638644230127_n.jpg","1","people","1","8495"
"calvin/Calvin Lee-December 2014 pt1_files/10920959_10204519532641703_5438664496987199276_n.jpg","3","food","1","8496"
"calvin/Calvin Lee-December 2014 pt1_files/10922521_10204519507521075_5344899995514992147_n.jpg","3","people","1","8497"
"calvin/Calvin Lee-December 2014 pt1_files/10922638_10204519521361421_4488172433576148396_n.jpg","3","people","1","8498"
"calvin/Calvin Lee-December 2014 pt1_files/10922747_10204519513121215_5956772947407800289_n.jpg","3","hybrid","1","8499"
"calvin/Calvin Lee-December 2014 pt1_files/10922854_10204519525241518_7040816393066446135_n.jpg","3","object","1","8500"
"calvin/Calvin Lee-December 2014 pt1_files/10923531_10204519520081389_944936337141655560_n.jpg","3","people","1","8501"
"calvin/Calvin Lee-December 2014 pt1_files/10924686_10204519549802132_7490525962709816470_n.jpg","3","people","1","8502"
"calvin/Calvin Lee-December 2014 pt1_files/10924767_10204519558122340_4764415498276574746_n.jpg","3","people","1","8503"
"calvin/Calvin Lee-December 2014 pt1_files/10924800_10204519541321920_5073373605813437697_n.jpg","2","hybrid","1","8504"
"calvin/Calvin Lee-December 2014 pt1_files/10928858_10204519559602377_3133280626810222246_n.jpg","2","people","1","8505"
"calvin/Calvin Lee-December 2014 pt1_files/10929098_10204519547522075_967266955152841742_n.jpg","3","people","1","8506"
"calvin/Calvin Lee-December 2014 pt1_files/10929545_10204519545442023_7030989468671511928_n.jpg","2","hybrid","1","8507"
"calvin/Calvin Lee-December 2014 pt1_files/10929566_10204519526041538_4732785131474084581_n.jpg","3","people","1","8508"
"calvin/Calvin Lee-December 2014 pt1_files/10929898_10204519550442148_605856687966699490_n.jpg","3","people","1","8509"
"calvin/Calvin Lee-December 2014 pt1_files/10930153_10204519554762256_6929524000743661708_n.jpg","3","people","1","8510"
"calvin/Calvin Lee-December 2014 pt1_files/10930909_10204519558962361_4219324342279183985_n.jpg","1","people","1","8511"
"calvin/Calvin Lee-December 2014 pt1_files/10931009_10204519503800982_296363624535580337_n.jpg","3","object","1","8512"
"calvin/Calvin Lee-December 2014 pt1_files/10931103_10204519545722030_7235662310450449913_n.jpg","3","people","1","8513"
"calvin/Calvin Lee-December 2014 pt1_files/10931247_10204519543961986_4286572661450628346_n.jpg","3","people","1","8514"
"calvin/Calvin Lee-December 2014 pt1_files/10931378_10204519527001562_8642219548945029013_n.jpg","3","people","1","8515"
"calvin/Calvin Lee-December 2014 pt1_files/10931414_10204519556282294_902841272213760516_n.jpg","3","hybrid","1","8516"
"calvin/Calvin Lee-December 2014 pt1_files/10931447_10204519542161941_5343901897650326891_n.jpg","2","people","1","8517"
"calvin/Calvin Lee-December 2014 pt1_files/10933750_10204519529921635_7018644079999078816_n.jpg","1","people","1","8518"
"calvin/Calvin Lee-December 2014 pt1_files/10933772_10204519523521475_2900494924938815532_n.jpg","2","people","1","8519"
"calvin/Calvin Lee-December 2014 pt1_files/10933797_10204519551402172_5976395320711439612_n.jpg","2","people","1","8520"
"calvin/Calvin Lee-December 2014 pt1_files/10933797_10204519554962261_327502477845880638_n.jpg","3","environment","1","8521"
"calvin/Calvin Lee-December 2014 pt1_files/10933809_10204519553802232_4454417797053420812_n.jpg","3","people","1","8522"
"calvin/Calvin Lee-December 2014 pt1_files/10933820_10204519547882084_463956530159991397_n.jpg","2","environment","1","8523"
"calvin/Calvin Lee-December 2014 pt1_files/10933882_10204519530721655_4312649572957251980_n.jpg","2","people","1","8524"
"calvin/Calvin Lee-December 2014 pt1_files/10933917_10204519544842008_6475460766685263744_n.jpg","2","people","1","8525"
"calvin/Calvin Lee-December 2014 pt1_files/10933974_10204519521001412_2689877532985874080_n.jpg","3","people","1","8526"
"calvin/Calvin Lee-December 2014 pt1_files/10934044_10204519531001662_7848008164943868968_n.jpg","3","people","1","8527"
"calvin/Calvin Lee-December 2014 pt1_files/10934076_10204519541281919_7450383741240738561_n.jpg","3","people","1","8528"
"calvin/Calvin Lee-December 2014 pt1_files/1459658_10204519551082164_1345447904962352882_n.jpg","3","people","1","8529"
"calvin/Calvin Lee-December 2014 pt1_files/1466171_10204519552162191_2710921814261723195_n.jpg","3","people","1","8530"
"calvin/Calvin Lee-December 2014 pt1_files/1476216_10204519501880934_5258803698884086548_n.jpg","2","food","1","8531"
"calvin/Calvin Lee-December 2014 pt1_files/1480535_10204519555562276_5818999540498855177_n.jpg","2","environment","1","8532"
"calvin/Calvin Lee-December 2014 pt1_files/1486885_10204519558562351_6660957310522695634_n.jpg","3","people","1","8533"
"calvin/Calvin Lee-December 2014 pt1_files/1511105_10204519552722205_6291134632511249444_n.jpg","2","hybrid","1","8534"
"calvin/Calvin Lee-December 2014 pt1_files/1601588_10204519525441523_5346119562469680069_n.jpg","3","hybrid","1","8535"
"calvin/Calvin Lee-December 2014 pt1_files/1781885_10204519543681979_8049488079422882003_n.jpg","3","people","1","8536"
"calvin/Calvin Lee-December 2014 pt1_files/1902759_10204519513641228_4246088046769089298_n.jpg","2","food","1","8537"
"calvin/Calvin Lee-December 2014 pt1_files/1902808_10204519551522175_8564110643674973591_n.jpg","3","people","1","8538"
"calvin/Calvin Lee-December 2014 pt1_files/1922363_10204519513401222_1446233770570248397_n.jpg","3","food","1","8539"
"calvin/Calvin Lee-December 2014 pt1_files/1977316_10204519550482149_2324358902762699619_n.jpg","3","people","1","8540"
"calvin/Calvin Lee-December 2014 pt2_files/10007420_10204519676565301_4839340143122998048_n.jpg","2","hybrid","1","8541"
"calvin/Calvin Lee-December 2014 pt2_files/10155793_10204519706966061_332014584867950658_n.jpg","2","hybrid","1","8542"
"calvin/Calvin Lee-December 2014 pt2_files/10178108_10204519707206067_5473412618498207466_n.jpg","3","hybrid","1","8543"
"calvin/Calvin Lee-December 2014 pt2_files/10269399_10204519669525125_3248972544959741988_n.jpg","3","hybrid","1","8544"
"calvin/Calvin Lee-December 2014 pt2_files/10346058_10204519685845533_8150358187876598193_n.jpg","3","hybrid","1","8545"
"calvin/Calvin Lee-December 2014 pt2_files/10360539_10204519694645753_8829370892713425664_n.jpg","1","people","1","8546"
"calvin/Calvin Lee-December 2014 pt2_files/10363602_10204519663124965_1063086952997633449_n.jpg","2","people","1","8547"
"calvin/Calvin Lee-December 2014 pt2_files/10378272_10204519670765156_2149529410139125253_n.jpg","2","hybrid","1","8548"
"calvin/Calvin Lee-December 2014 pt2_files/10382623_10204519677485324_1752066269126790117_n.jpg","3","hybrid","1","8549"
"calvin/Calvin Lee-December 2014 pt2_files/10390262_10204519704926010_7830158615634059164_n.jpg","1","people","1","8550"
"calvin/Calvin Lee-December 2014 pt2_files/10394632_10204519662804957_5090721279856005010_n.jpg","3","hybrid","1","8551"
"calvin/Calvin Lee-December 2014 pt2_files/10401876_10204519694205742_8037793840652814468_n.jpg","1","hybrid","1","8552"
"calvin/Calvin Lee-December 2014 pt2_files/10406343_10204519670205142_1954424112320135409_n.jpg","3","hybrid","1","8553"
"calvin/Calvin Lee-December 2014 pt2_files/10408802_10204519702085939_3755348742098586399_n.jpg","1","hybrid","1","8554"
"calvin/Calvin Lee-December 2014 pt2_files/10429412_10204519694925760_7000891054994404534_n.jpg","1","hybrid","1","8555"
"calvin/Calvin Lee-December 2014 pt2_files/10436671_10204519671525175_3916514081566835199_n.jpg","1","people","1","8556"
"calvin/Calvin Lee-December 2014 pt2_files/10438417_10204519705966036_4383173293747813569_n.jpg","3","hybrid","1","8557"
"calvin/Calvin Lee-December 2014 pt2_files/10447608_10204519692605702_3644559992145695546_n.jpg","1","hybrid","1","8558"
"calvin/Calvin Lee-December 2014 pt2_files/10447608_10204519699925885_1405452969560106371_n.jpg","1","hybrid","1","8559"
"calvin/Calvin Lee-December 2014 pt2_files/10455427_10204519666845058_6638872021833059124_n.jpg","1","people","1","8560"
"calvin/Calvin Lee-December 2014 pt2_files/10487595_10204519705806032_6514718496908201983_n.jpg","3","hybrid","1","8561"
"calvin/Calvin Lee-December 2014 pt2_files/10489926_10204519695805782_9130641422956407423_n.jpg","2","people","1","8562"
"calvin/Calvin Lee-December 2014 pt2_files/10516720_10204519660564901_5857467027982041832_n.jpg","1","people","1","8563"
"calvin/Calvin Lee-December 2014 pt2_files/10525820_10204519670605152_6797826492419388576_n.jpg","3","people","1","8564"
"calvin/Calvin Lee-December 2014 pt2_files/10533087_10204519702845958_5641057141214442988_n.jpg","1","people","1","8565"
"calvin/Calvin Lee-December 2014 pt2_files/10556392_10204519659804882_2114974308480513286_n.jpg","2","people","1","8566"
"calvin/Calvin Lee-December 2014 pt2_files/10606336_10204519701765931_1533273128845153942_n.jpg","1","hybrid","1","8567"
"calvin/Calvin Lee-December 2014 pt2_files/10610664_10204519672885209_9037513812936295641_n.jpg","2","people","1","8568"
"calvin/Calvin Lee-December 2014 pt2_files/10620749_10204519665725030_6460925735497203188_n.jpg","1","people","1","8569"
"calvin/Calvin Lee-December 2014 pt2_files/10620749_10204519705126015_3345856163127708396_n.jpg","3","hybrid","1","8570"
"calvin/Calvin Lee-December 2014 pt2_files/10676254_10204519704285994_700282815181524705_n.jpg","1","hybrid","1","8571"
"calvin/Calvin Lee-December 2014 pt2_files/10802049_10204519689725630_4667064378792810285_n.jpg","2","hybrid","1","8572"
"calvin/Calvin Lee-December 2014 pt2_files/10806406_10204519700365896_5539534630799029384_n.jpg","1","people","1","8573"
"calvin/Calvin Lee-December 2014 pt2_files/10857838_10204519665965036_5019069235415526113_n.jpg","1","people","1","8574"
"calvin/Calvin Lee-December 2014 pt2_files/10868258_10204519662364946_8785070041473380568_n.jpg","2","hybrid","1","8575"
"calvin/Calvin Lee-December 2014 pt2_files/10885027_10204519671925185_6506431121246107291_n.jpg","1","people","1","8576"
"calvin/Calvin Lee-December 2014 pt2_files/10885270_10204519687605577_8850739116699087508_n.jpg","3","hybrid","1","8577"
"calvin/Calvin Lee-December 2014 pt2_files/10888698_10204519668085089_3966351836515982315_n.jpg","3","food","1","8578"
"calvin/Calvin Lee-December 2014 pt2_files/10888698_10204519697165816_3237771249458798494_n.jpg","2","people","1","8579"
"calvin/Calvin Lee-December 2014 pt2_files/10891519_10204519671125165_6299776367108568761_n.jpg","3","hybrid","1","8580"
"calvin/Calvin Lee-December 2014 pt2_files/10906089_10204519688205592_1806700200719159769_n.jpg","1","people","1","8581"
"calvin/Calvin Lee-December 2014 pt2_files/10906090_10204519663164966_4834977103232255109_n.jpg","2","hybrid","1","8582"
"calvin/Calvin Lee-December 2014 pt2_files/10906378_10204519696005787_1927151833406409959_n.jpg","2","hybrid","1","8583"
"calvin/Calvin Lee-December 2014 pt2_files/10906401_10204519659044863_5757017294647410444_n.jpg","2","hybrid","1","8584"
"calvin/Calvin Lee-December 2014 pt2_files/10906510_10204519660204892_1399458862200350983_n.jpg","3","hybrid","1","8585"
"calvin/Calvin Lee-December 2014 pt2_files/10906510_10204519670925160_3379972622205121208_n.jpg","3","hybrid","1","8586"
"calvin/Calvin Lee-December 2014 pt2_files/10906548_10204519694245743_2691712643119798414_n.jpg","1","hybrid","1","8587"
"calvin/Calvin Lee-December 2014 pt2_files/10906548_10204519700605902_423459655014142730_n.jpg","1","hybrid","1","8588"
"calvin/Calvin Lee-December 2014 pt2_files/10906570_10204519703605977_4162183946674402726_n.jpg","1","hybrid","1","8589"
"calvin/Calvin Lee-December 2014 pt2_files/10906582_10204519686205542_2787491075363572099_n.jpg","3","hybrid","1","8590"
"calvin/Calvin Lee-December 2014 pt2_files/10915146_10204519661844933_2954785171900222439_n.jpg","2","hybrid","1","8591"
"calvin/Calvin Lee-December 2014 pt2_files/10915155_10204519685965536_5563622927909168642_n.jpg","3","hybrid","1","8592"
"calvin/Calvin Lee-December 2014 pt2_files/10917096_10204519699165866_5700807229568186318_n.jpg","1","people","1","8593"
"calvin/Calvin Lee-December 2014 pt2_files/10917330_10204519706846058_2158282994924167139_n.jpg","2","people","1","8594"
"calvin/Calvin Lee-December 2014 pt2_files/10917411_10204519699605877_4447901707025644546_n.jpg","1","people","1","8595"
"calvin/Calvin Lee-December 2014 pt2_files/10917423_10204519688485599_5637911484664580257_n.jpg","2","hybrid","1","8596"
"calvin/Calvin Lee-December 2014 pt2_files/10919032_10204519659004862_4092786801812612660_n.jpg","2","people","1","8597"
"calvin/Calvin Lee-December 2014 pt2_files/10920931_10204519667285069_61464870573268181_n.jpg","3","people","1","8598"
"calvin/Calvin Lee-December 2014 pt2_files/10922440_10204519694805757_6004663465330548547_n.jpg","1","people","1","8599"
"calvin/Calvin Lee-December 2014 pt2_files/10922461_10204519688845608_1332358788333045109_n.jpg","3","hybrid","1","8600"
"calvin/Calvin Lee-December 2014 pt2_files/10922624_10204519669765131_5538559588702309073_n.jpg","3","hybrid","1","8601"
"calvin/Calvin Lee-December 2014 pt2_files/10923548_10204519662244943_4006367736586136469_n.jpg","2","hybrid","1","8602"
"calvin/Calvin Lee-December 2014 pt2_files/10923591_10204519661324920_2463030889990853594_n.jpg","1","object","1","8603"
"calvin/Calvin Lee-December 2014 pt2_files/10923626_10204519704045988_3972240314355660125_n.jpg","1","people","1","8604"
"calvin/Calvin Lee-December 2014 pt2_files/10923841_10204519675965286_573498607267680832_n.jpg","3","environment","1","8605"
"calvin/Calvin Lee-December 2014 pt2_files/10926185_10204519661244918_2819151964239342102_n.jpg","1","people","1","8606"
"calvin/Calvin Lee-December 2014 pt2_files/10929102_10204519695205767_3840808190905449940_n.jpg","2","hybrid","1","8607"
"calvin/Calvin Lee-December 2014 pt2_files/10929129_10204519660404897_7970867065204516774_n.jpg","1","people","1","8608"
"calvin/Calvin Lee-December 2014 pt2_files/10929211_10204519687845583_1542027247248755578_n.jpg","2","hybrid","1","8609"
"calvin/Calvin Lee-December 2014 pt2_files/10929215_10204519686645553_1470279583363105801_n.jpg","3","hybrid","1","8610"
"calvin/Calvin Lee-December 2014 pt2_files/10929923_10204519659084864_1289483762115979001_n.jpg","1","hybrid","1","8611"
"calvin/Calvin Lee-December 2014 pt2_files/10930156_10204519702685954_922754522019219742_n.jpg","1","hybrid","1","8612"
"calvin/Calvin Lee-December 2014 pt2_files/10931220_10204519660084889_8808585542026433853_n.jpg","2","people","1","8613"
"calvin/Calvin Lee-December 2014 pt2_files/10931229_10204519686845558_2117672466699889096_n.jpg","2","hybrid","1","8614"
"calvin/Calvin Lee-December 2014 pt2_files/10931238_10204519700725905_694346168814469903_n.jpg","1","hybrid","1","8615"
"calvin/Calvin Lee-December 2014 pt2_files/10931350_10204519688765606_575187858322600462_n.jpg","3","hybrid","1","8616"
"calvin/Calvin Lee-December 2014 pt2_files/10931416_10204519677325320_230641803826631024_n.jpg","3","hybrid","1","8617"
"calvin/Calvin Lee-December 2014 pt2_files/10931423_10204519676525300_7544828218863503056_n.jpg","3","environment","1","8618"
"calvin/Calvin Lee-December 2014 pt2_files/10931503_10204519703485974_4341163407446110276_n.jpg","1","people","1","8619"
"calvin/Calvin Lee-December 2014 pt2_files/10933801_10204519701605927_2367113878230545222_n.jpg","1","hybrid","1","8620"
"calvin/Calvin Lee-December 2014 pt2_files/10933848_10204519667965086_3449499965348281050_n.jpg","1","people","1","8621"
"calvin/Calvin Lee-December 2014 pt2_files/10933864_10204519669005112_7690146347941082305_n.jpg","3","hybrid","1","8622"
"calvin/Calvin Lee-December 2014 pt2_files/10933895_10204519678125340_8579741739188459153_n.jpg","3","hybrid","1","8623"
"calvin/Calvin Lee-December 2014 pt2_files/10933895_10204519700965911_1176315499682127277_n.jpg","1","hybrid","1","8624"
"calvin/Calvin Lee-December 2014 pt2_files/10933973_10204519666645053_3453989086481951976_n.jpg","1","people","1","8625"
"calvin/Calvin Lee-December 2014 pt2_files/12857_10204519695605777_1893375416121626350_n.jpg","1","people","1","8626"
"calvin/Calvin Lee-December 2014 pt2_files/1385879_10204519696285794_5431489117265004057_n.jpg","3","people","1","8627"
"calvin/Calvin Lee-December 2014 pt2_files/1395424_10204519669965136_713699841654351745_n.jpg","2","hybrid","1","8628"
"calvin/Calvin Lee-December 2014 pt2_files/1461690_10204519702885959_8835963515313090184_n.jpg","1","people","1","8629"
"calvin/Calvin Lee-December 2014 pt2_files/1461690_10204519706526050_4538101841609683022_n.jpg","1","hybrid","1","8630"
"calvin/Calvin Lee-December 2014 pt2_files/1461711_10204519701805932_232568604441862521_n.jpg","1","hybrid","1","8631"
"calvin/Calvin Lee-December 2014 pt2_files/1464665_10204519704245993_6510040238248667982_n.jpg","1","hybrid","1","8632"
"calvin/Calvin Lee-December 2014 pt2_files/1466171_10204519668805107_7466805961536269504_n.jpg","3","food","1","8633"
"calvin/Calvin Lee-December 2014 pt2_files/1488716_10204519677525325_9173067162902099602_n.jpg","3","hybrid","1","8634"
"calvin/Calvin Lee-December 2014 pt2_files/1488716_10204519696405797_4385654542877942064_n.jpg","1","people","1","8635"
"calvin/Calvin Lee-December 2014 pt2_files/1503284_10204519666925060_7412225201063863196_n.jpg","3","people","1","8636"
"calvin/Calvin Lee-December 2014 pt2_files/1503284_10204519703245968_5944328536736089219_n.jpg","1","hybrid","1","8637"
"calvin/Calvin Lee-December 2014 pt2_files/1505146_10204519686805557_3904785551836677567_n.jpg","3","hybrid","1","8638"
"calvin/Calvin Lee-December 2014 pt2_files/1509123_10204519667925085_1284290379010663930_n.jpg","2","people","1","8639"
"calvin/Calvin Lee-December 2014 pt2_files/1509123_10204519671765181_5500739790644119633_n.jpg","1","people","1","8640"
"calvin/Calvin Lee-December 2014 pt2_files/1511027_10204519705166016_7730387095238672418_n.jpg","3","hybrid","1","8641"
"calvin/Calvin Lee-December 2014 pt2_files/1660760_10204519672205192_3687995875330280244_n.jpg","1","people","1","8642"
"calvin/Calvin Lee-December 2014 pt2_files/1798383_10204519687205567_5308343055750213911_n.jpg","2","hybrid","1","8643"
"calvin/Calvin Lee-December 2014 pt2_files/1908496_10204519688045588_8547181513999615733_n.jpg","2","hybrid","1","8644"
"calvin/Calvin Lee-December 2014 pt2_files/1969372_10204519673125215_4805526314780224835_n.jpg","1","people","1","8645"
"calvin/Calvin Lee-December 2014 pt2_files/1969398_10204519706646053_8792325882411784683_n.jpg","1","hybrid","1","8646"
"calvin/Calvin Lee-December 2014 pt2_files/1977316_10204519673445223_8252709866746640156_n.jpg","3","hybrid","1","8647"
"calvin/Calvin Lee-December 2014 pt2_files/1979464_10204519668645103_2924003007976209892_n.jpg","3","food","1","8648"
"calvin/Calvin Lee-December 2014 pt2_files/1979658_10204519696605802_3276435859470318370_n.jpg","2","hybrid","1","8649"
"calvin/Calvin Lee-December 2014 pt2_files/1982236_10204519676925310_1410653493900460600_n.jpg","3","hybrid","1","8650"
"calvin/Calvin Lee-December 2014 pt3_files/1003070_10204519754567251_8904194327886432645_n.jpg","1","environment","1","8651"
